Product Name,Current Price,Typical Price,Rating,Total Reviews,Delivery Charges,Fabric Type,Care Instructions,Origin,Customer Reviews
"Amazon Essentials Men's Gym Tank Tops, Moisture-Wicking Dry Fit Breathable Muscle Shirts, Pack of 2","PKR 3,041.77 with 24 percent savings","PKR4,011.12",4.5 out of 5 stars,"(6,271)",Exclusive Prime price,100% Polyester,Machine Wash,Imported,"{'Quality and Perfect fit !': '5 out of 5 stars', 'Super leicht': '5 out of 5 stars', 'Come da descrizione': '5 out of 5 stars', 'Buena calidad, muy frescas y la talla perfecta': '5 out of 5 stars', 'Buena opción': '5 out of 5 stars'}"
NebuKinex 5 Pack Women's Compression Shirt Long Sleeve Workout Tops Athletic Baselayer Quick Dry Gym Yoga Running T-Shirt,"PKR 8,910.81",,4.6 out of 5 stars,"(1,791)","PKR 23,554.19 Shipping & Import Charges to Pakistan","85% Polyester,15%Spandex",Machine Wash,Imported,"{'Buen producto por un buen precio': '5 out of 5 stars', 'Me gustó mucho': '5 out of 5 stars', 'Ejercicio y comodidad': '5 out of 5 stars', 'Tal como se describen': '5 out of 5 stars', 'Talla un poco amplia': '5 out of 5 stars'}"
"Nike Men's Team Legend Short Sleeve Tee Shirt, Dri-Fit","PKR 7,843.97",,4.6 out of 5 stars,(445),"PKR 21,593.20 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,{'Playera dry Nike': '5 out of 5 stars'}
"YOUNGCHARM 4 Pack Leggings with Pockets for Women,High Waist Tummy Control Workout Yoga Pants","PKR 11,139.21 with 22 percent savings","PKR14,203.26",4.6 out of 5 stars,"(26,261)","PKR 27,423.25 Shipping & Import Charges to Pakistan","75% Polyester, 25% Spandex",Machine Wash,Pull On,"{'Best of the best leggings- and I’ve tried them all': '5 out of 5 stars', 'Preis': '4 out of 5 stars', 'Size variation': '1 out of 5 stars', 'Licras': '4 out of 5 stars', 'Fabulous 😍': '5 out of 5 stars'}"
HOTSUIT Sauna Suit for Men Sweat Sauna Jacket Pant Gym Workout Sweat Suits,"PKR 11,417.76",,4.6 out of 5 stars,"(9,967)","PKR 19,657.27 Shipping & Import Charges to Pakistan",Polyester,Hand Wash Only,Imported,"{'Super zum Abnehmen': '5 out of 5 stars', 'Bonne qualité': '5 out of 5 stars', 'Sportif XL DOIT UN XXL': '5 out of 5 stars', 'Good Buy': '5 out of 5 stars', 'Super Anzug': '5 out of 5 stars'}"
"Kewlioo Sauna Shirt for Men - Heat Trapping Sweat Vest, Sauna Suit For Men, Compression Workout Sweat Suit for Gym, Workouts","PKR 17,545.86",,4.3 out of 5 stars,"(12,381)","PKR 29,247.75 Shipping & Import Charges to Pakistan","Outer: 90% polyester , 10% spandex inner: 100% polyurethane",Machine Wash,Imported,"{'Damn. Nice. But bad.': '1 out of 5 stars', 'جيد وفعال': '5 out of 5 stars', 'Too small': '5 out of 5 stars', 'جيد جدا': '5 out of 5 stars', 'Worked well, sweated buckets': '4 out of 5 stars'}"
HOTSUIT Men Sauna Suit Sweat Suits Durable Gym Exercise Workout Jacket,"PKR 8,353.71 with 12 percent savings","PKR9,467.91",4.5 out of 5 stars,"(4,790)","PKR 18,807.70 Shipping & Import Charges to Pakistan",Polyester,Hand Wash Only,Imported,"{'Excellent!': '5 out of 5 stars', 'Chandal sauna ideal para perdida de peso.': '5 out of 5 stars', 'Top': '5 out of 5 stars', 'Sitzt perfekt und tut sein Werk': '5 out of 5 stars', 'Good price and quality': '5 out of 5 stars'}"
"Nike Men's Team Legend Short Sleeve Tee Shirt, Dri-Fit",,,4.3 out of 5 stars,(138),Color:,100% Polyester,Machine Wash,Imported,"{'Great item': '5 out of 5 stars', 'Buena calidad': '5 out of 5 stars', 'Muy buen material, es fresca.': '4 out of 5 stars', 'Esaxtamente mi talla': '5 out of 5 stars', 'Great Value': '5 out of 5 stars', 'todo bien': '5 out of 5 stars', 'Color incorrecto': '1 out of 5 stars', 'Slow delivery.': '3 out of 5 stars'}"
BAMBOO COOL Men's Long Boxer Briefs Performance Long Leg Sports Boxer Brief Underwear MultiPack,"PKR 15,590.44 with 5 percent savings","PKR16,426.09",4.6 out of 5 stars,"(1,440)","PKR 25,189.28 Shipping & Import Charges to Pakistan","92% Viscose Made From Bamboo, 8% Spandex",Machine Wash,Imported,"{'Amazing': '5 out of 5 stars', 'Very Nice and Very Reasonably Priced!': '5 out of 5 stars', 'Try them.': '5 out of 5 stars', 'Just buy and thank your self later.': '5 out of 5 stars', 'Comfortable, but ride up a bit': '4 out of 5 stars', 'Maybe best underwear for my needs ... yours too': '5 out of 5 stars', 'Will ONLY be buying these from now on': '5 out of 5 stars', 'Great quality': '5 out of 5 stars'}"
Under Armour Women's Tech Twist V Neck Short Sleeve T-Shirt,"PKR 5,568.21 with 20 percent savings","PKR6,963.75",4.6 out of 5 stars,"(2,018)","PKR 20,080.67 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Leider zu groß': '3 out of 5 stars', 'El tejido absorbe sudor y secado rápido.': '5 out of 5 stars', 'Perfekt': '5 out of 5 stars', 'Super Shirts': '5 out of 5 stars', 'Material angenehm auf der Haut': '5 out of 5 stars'}"
Under Armour Men's Global Foundation Short Sleeve T Shirt,"PKR 5,222.81 with 25 percent savings","PKR6,963.75",4.7 out of 5 stars,"(4,745)","PKR 19,827.19 Shipping & Import Charges to Pakistan","60% Cotton, 40% Polyester",Machine Wash,Imported,"{'Great product / quality / fit.': '5 out of 5 stars', 'Little bigger in size!': '2 out of 5 stars', 'Passt und trägt sich sehr schön...': '5 out of 5 stars', 'Jolie bonne qualité belle couleur': '5 out of 5 stars', 'Bella': '5 out of 5 stars'}"
Mens Sweatpants with Zipper Pockets Joggers for Men Workout Athletic Gym Track Fitness Clothing Gifts,"PKR 4,175.46 with 50 percent savings","PKR8,353.71",4.5 out of 5 stars,(538),"PKR 19,342.51 Shipping & Import Charges to Pakistan","84% polyester,16% spandex",Machine Wash,Imported,"{'Excelente calidad': '5 out of 5 stars', 'Llego otro color y modelo': '1 out of 5 stars'}"
Under Armour boys Tech 2.0 Short-sleeve T-shirt,"PKR 4,175.46 with 25 percent savings","PKR5,571.00",4.7 out of 5 stars,"(2,413)","PKR 18,618.28 Shipping & Import Charges to Pakistan",100% Other Fibers,Machine Wash,Imported,"{'The real size': '2 out of 5 stars', 'Cómoda, bonita y barata': '5 out of 5 stars', 'Excellent': '5 out of 5 stars', 'Hermosa!!': '5 out of 5 stars', 'Parfait et bonne taille.': '5 out of 5 stars'}"
Under Armour Men's Project Rock Brahma Bull Long Sleeve,"PKR 6,846.76 with 39 percent savings","PKR11,142.00",4.7 out of 5 stars,(174),"PKR 20,598.77 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Good quality': '5 out of 5 stars', 'Buen  producto': '5 out of 5 stars'}"
OYGSieg 5 Pack Workout Shirts for Men Short Sleeve Athletic Active Tops Quick Dry Crew Neck T Shirt for Running,"PKR 5,011.11 with 28 percent savings","PKR6,960.96",4.5 out of 5 stars,"(1,208)","PKR 23,582.04 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Great quality and price.': '5 out of 5 stars', 'Great buy!': '5 out of 5 stars', 'Size is off but pretty good shirts beyond that': '4 out of 5 stars', 'I’m VERY happy with these shirts!': '5 out of 5 stars', 'Wearing it softly': '5 out of 5 stars', 'Very nice shirts': '5 out of 5 stars', 'Great fit': '5 out of 5 stars', 'Great shirts': '5 out of 5 stars'}"
MAGCOMSEN Men's Dry Fit Shirts Mesh Short Sleeve Athletic Lightweight Workout Performance Hiking Shirt,"PKR 2,782.71 with 55 percent savings","PKR6,122.53",4.6 out of 5 stars,(312),"PKR 17,760.35 Shipping & Import Charges to Pakistan","86% Polyester, 14% Spandex",Machine Wash,Imported,"{'Super léger': '5 out of 5 stars', 'Good quality': '5 out of 5 stars', 'Very good shirt': '5 out of 5 stars', 'Great value': '5 out of 5 stars', 't-shirts': '2 out of 5 stars'}"
"ATHVOTAR Leggings with Pockets for Women, 7 Packs High Waisted Workout Tummy Control Yoga Pants","PKR 13,924.71",,4.5 out of 5 stars,"(1,480)","PKR 28,144.69 Shipping & Import Charges to Pakistan","78%Polyester, 22%Elastane",Imported,High Rise,"{'You won’t regret this purchase!': '5 out of 5 stars', 'Like Butter Baby': '5 out of 5 stars', ""Best purchase ever! I'm in love with these!"": '5 out of 5 stars', 'Quality': '5 out of 5 stars', 'Love the pockets': '4 out of 5 stars', 'Perfect for exercise!': '5 out of 5 stars', 'A great buy': '5 out of 5 stars', 'Workout leggings': '5 out of 5 stars'}"
Reebok Women's Swish Running 3” Short,"PKR 4,080.76 with 51 percent savings","PKR8,356.50",4.2 out of 5 stars,(39),"PKR 20,183.73 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Best long distance running shorts': '5 out of 5 stars', 'Great workout short, great modesty biker short underneath': '5 out of 5 stars', 'Weird fit': '1 out of 5 stars', 'Comodidad': '5 out of 5 stars', 'Nice': '4 out of 5 stars', 'Calidad y horma muy bien': '5 out of 5 stars', 'Comfortable and Good Quality': '5 out of 5 stars', 'Comfortable and cute!': '5 out of 5 stars'}"
NIASHOT Womens Two Piece Lounge Sets Summer Contrast Side Stripes 2 Piece Workout Athletic Outfits Matching Clothing Set,"PKR 2,782.71",,4.3 out of 5 stars,(211),"PKR 18,186.53 Shipping & Import Charges to Pakistan","88% Polyester, 12% Spandex",Machine Wash,Imported,"{'Super Soft, Comfortable & Flattering Set': '5 out of 5 stars', 'Amazing': '5 out of 5 stars', 'Cute set and good for price': '4 out of 5 stars', 'A great buy!': '5 out of 5 stars', 'Great everyday outfit': '5 out of 5 stars', 'Ran small': '3 out of 5 stars', 'Great Workout Set': '5 out of 5 stars', 'Great set for the price.': '5 out of 5 stars'}"
"Reebok Men's Legacy Sleeveless Crewneck Tank Top, Standard Fit, Lightweight Cotton-Poly Jersey Fabric","PKR 5,537.57",,4.8 out of 5 stars,(38),"PKR 18,559.79 Shipping & Import Charges to Pakistan","60% Cotton, 40% Polyester",Machine Wash,Imported,{'Hugs your shape': '1 out of 5 stars'}
VALANDY Creamlush High Waisted Leggings for Women Buttery Soft Stretchy Tummy Control Workout Yoga Running Pants(S-3XL),"PKR 9,465.13 with 15 percent savings","PKR11,139.21",4.5 out of 5 stars,"(10,609)","PKR 25,244.99 Shipping & Import Charges to Pakistan",90% Polyester and 10% Spandex,Machine Wash,Imported,"{'LOVE these!': '5 out of 5 stars', 'Beautiful and comfy': '5 out of 5 stars', 'Soft, comfortable nice material. I like the feel of them. Lovely colours.': '5 out of 5 stars', 'Silky material': '5 out of 5 stars', 'Not very Thick': '4 out of 5 stars'}"
Nike Boys' Dri-FIT Essentials Micro Multi-Pack Boxer Briefs,"PKR 7,799.40",,4.6 out of 5 stars,"(1,020)","PKR 20,233.87 Shipping & Import Charges to Pakistan",,,,"{'Mi sobrino encantado': '5 out of 5 stars', 'Excelente': '5 out of 5 stars', 'Excellent quality': '5 out of 5 stars', 'Molto belle!': '5 out of 5 stars', 'Nike Boxershorts': '5 out of 5 stars'}"
NIASHOT Two Piece Casual Workout Sets for Women Athletic 2 Piece Summer Outfits Lounge Matching Sets Clothing,"PKR 2,501.38 with 55 percent savings","PKR5,568.21",4.4 out of 5 stars,(186),"PKR 17,793.77 Shipping & Import Charges to Pakistan","88% Polyester, 12% Spandex",Machine Wash,Imported,"{'Comfortable and Stylish Two Piece Ribbed Workout Set': '5 out of 5 stars', 'Buttery material 😍': '5 out of 5 stars', 'True to size, cotton-rich feel': '5 out of 5 stars', 'Two piece short set': '5 out of 5 stars', 'Quality is not bad': '3 out of 5 stars', 'Fits good enough': '4 out of 5 stars', 'Go get one!!': '5 out of 5 stars', 'So freakin cute!': '5 out of 5 stars'}"
FULLSOFT Buttery Soft Leggings for Women - High Waisted Tummy Control No See Through Workout Yoga Cycling Tights Pants,"PKR 2,005.56",,4.3 out of 5 stars,"(18,087)","PKR 17,615.50 Shipping & Import Charges to Pakistan",,,,"{'Mi reseña': '5 out of 5 stars', 'Love': '5 out of 5 stars', 'Soft': '5 out of 5 stars', 'Is see through.': '4 out of 5 stars', 'Anyone can order these and feel confident when wearing them.': '5 out of 5 stars'}"
"Reebok Men's Reflective Small Logo Crewneck T-Shirt, Standard Fit, Lightweight Cool Touch Jersey Fabric","PKR 4,359.31",,4.8 out of 5 stars,(142),"PKR 19,072.32 Shipping & Import Charges to Pakistan","90% Polyester, 10% Spandex",Machine Wash,Imported,"{'Accurate sizing chart': '5 out of 5 stars', 'Awesome T-shirt': '5 out of 5 stars', 'Llegó según lo acordado': '4 out of 5 stars', 'Soft and lightweight': '5 out of 5 stars', 'Great Shirt!': '5 out of 5 stars', 'COMFORTABLE!!': '5 out of 5 stars', 'Excelente': '5 out of 5 stars', 'Cómoda': '5 out of 5 stars'}"
TACVASEN Men's Workout Shirts Athletic Dry Fit Mesh Short Sleeve Shirts Moisture Wicking Running Performance Gym Tee,"PKR 2,782.71 with 57 percent savings","PKR6,401.08",4.4 out of 5 stars,(56),"PKR 18,080.68 Shipping & Import Charges to Pakistan",86%polyester 14%Spandex,Imported,Pull On,"{'Fits as expected': '5 out of 5 stars', 'Great value shirt': '5 out of 5 stars', 'size is bigger than size(large) i ordered': '4 out of 5 stars', 'Excelente': '5 out of 5 stars', 'Great workout shirt!': '5 out of 5 stars', 'Breathable shirt': '5 out of 5 stars', 'Breathable active shirt': '4 out of 5 stars', 'The Perfect Sports Shirt': '5 out of 5 stars'}"
Neleus Men's Workout Tank Tops 3 Pack Sleeveless Running Shirts with Hoodie,"PKR 8,632.26",,4.6 out of 5 stars,"(5,983)","PKR 23,286.78 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'muy practicas.': '5 out of 5 stars', 'Me encantaron': '5 out of 5 stars', 'Valeu cada centavo': '5 out of 5 stars', 'Loose fitting': '4 out of 5 stars', 'Quality Hoodies': '5 out of 5 stars'}"
"Ekkovision Lifestyle Beaters, Men's Tank Tops, Cotton Spandex Tanks for Men, Regular Fit, Ribbed Fabric","PKR 5,011.11",,4.3 out of 5 stars,(40),"PKR 20,412.14 Shipping & Import Charges to Pakistan",Cotton Blend,Machine Wash,Made in the USA,"{'Teen approved': '5 out of 5 stars', 'Great Beater All Around': '5 out of 5 stars', 'Good fit': '4 out of 5 stars', 'Good quality. Worth the extra money': '5 out of 5 stars', 'Black Conpression Tank': '5 out of 5 stars', 'Size up': '1 out of 5 stars', 'hi': '5 out of 5 stars', 'Not True to Size': '4 out of 5 stars'}"
BAMBOO COOL Breathable Men's Underwear Modern Multipack Comfortsoft Moisture-Wicking Boxer Briefs 6 Pack,"PKR 14,760.36",,4.7 out of 5 stars,"(2,836)","PKR 24,364.77 Shipping & Import Charges to Pakistan","47% Viscose Derived from bamboo,47% Polyester,and 6% Spandex",Machine Wash,Imported,"{'Buena calidad precio': '5 out of 5 stars', 'Buen compra': '5 out of 5 stars'}"
BRXL BrxlMen Men's Short Sleeve Casual Shirts with Pocket Textured Look Moisture Wicking Running T-Shirts Quick Dry,"PKR 6,960.96",,4.2 out of 5 stars,(9),"PKR 19,598.78 Shipping & Import Charges to Pakistan","78% Nylon, 22% Spandex",Machine Wash,Pull On,"{'Lightweight Great For Warm Weather': '5 out of 5 stars', 'Good workout shirt with solid moisture-wicking, though the fabric feels a bit stiff': '4 out of 5 stars', 'Fast fashion': '3 out of 5 stars', 'Beautifully made shirt for the gym or a night out on the town': '5 out of 5 stars', 'Comfortable and versatile shirt with a clean, textured look': '4 out of 5 stars', 'Great for running, Thick nylon stretchy material': '5 out of 5 stars', 'Odd style': '3 out of 5 stars', 'Material is a bit odd feeling but its comfortable': '4 out of 5 stars'}"
7/8 Pack Mens Short Sleeve Shirts Quick Dry Moisture Wicking Athletic Running Gym Workout Casual Basic Tee Shirt,"PKR 9,189.36",,4.2 out of 5 stars,(165),"PKR 28,264.47 Shipping & Import Charges to Pakistan",100% Polyester,Imported,Pull On,"{'Nice colors...but': '5 out of 5 stars', 'Nice': '5 out of 5 stars', 'Light, cool, comfortable and inexpensive.': '5 out of 5 stars', 'Buen material, y super trampirables': '4 out of 5 stars', 'Nice fabric - loose collar': '3 out of 5 stars', 'Great Value': '5 out of 5 stars', 'Good feel fit': '5 out of 5 stars', 'I would not buy these, great price, but....': '1 out of 5 stars'}"
Real Essentials 5 Pack: Men's Dry-Fit Short Sleeve Crew Neck T Shirts Fitness Running Gym Workout Cool Exercise Athletic Tee,"PKR 10,025.01",,4.3 out of 5 stars,"(94,921)","PKR 24,921.87 Shipping & Import Charges to Pakistan","90% Polyester, 10% Spandex",Machine Wash,"Designed in USA, Imported","{'Very good': '5 out of 5 stars', 'Good buy': '5 out of 5 stars', 'Great breathable t-shirts': '5 out of 5 stars', 'Quality': '5 out of 5 stars', 'Get a size up': '4 out of 5 stars'}"
Under Armour Mens Tech 2.0 V-Neck Short-Sleeve T-Shirt,"PKR 2,802.21 with 60 percent savings","PKR6,963.75",4.6 out of 5 stars,"(11,101)","PKR 19,448.36 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Perfect': '5 out of 5 stars', 'Great T shirt for everyday wear.': '5 out of 5 stars', 'Great buy': '5 out of 5 stars', 'Great fit': '5 out of 5 stars', 'Fits as XL but longer': '5 out of 5 stars'}"
Womens Workout Tops Summer Short Sleeve Shirts Athletic Color Block Gym Clothes Outfits Sun Protection UPF 50+ T Shirts,"PKR 2,782.71 with 50 percent savings","PKR5,568.21",4.3 out of 5 stars,(199),"PKR 17,849.48 Shipping & Import Charges to Pakistan","95% Polyester, 5% Spandex","Machine Wash, Quick Dry",Imported,"{'Well made for the price!': '5 out of 5 stars', 'So Comfortable!': '5 out of 5 stars', 'Nice top': '4 out of 5 stars', ""As advertised. Way worth the money! It's worth more actually."": '5 out of 5 stars', 'Poor quality but fits OK': '3 out of 5 stars', 'Comfortable': '5 out of 5 stars', 'Sooooo comfy and soft!!': '5 out of 5 stars', 'Not a soft material': '1 out of 5 stars'}"
Puma Mens Train All Day Essentials T-Shirt,"PKR 5,537.57 with 20 percent savings","PKR6,963.75",4.6 out of 5 stars,(79),"PKR 20,818.83 Shipping & Import Charges to Pakistan",,,,"{'Perfect!': '5 out of 5 stars', 'The shirt is comfortable': '5 out of 5 stars', '.': '5 out of 5 stars', 'Nice': '4 out of 5 stars', 'And Adidas guy but glad I gave Puma a try!': '5 out of 5 stars', 'Buena compra': '5 out of 5 stars', 'Excelente producto': '5 out of 5 stars', 'Quality shirt': '5 out of 5 stars'}"
Reebok Mens Sleeveless Muscle Tank Singlet,"PKR 5,849.55 with 16 percent savings","PKR6,963.75",4.5 out of 5 stars,(122),"PKR 21,704.62 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Buena compra': '5 out of 5 stars', 'Excelente prenda': '5 out of 5 stars'}"
"Amazon Essentials Men's Moisture Wicking Breathable Active Performance Tech Gym T-Shirts, Pack of 2","PKR 3,760.42",,4.4 out of 5 stars,"(12,460)","PKR 20,562.56 Shipping & Import Charges to Pakistan",100% Polyester,"Machine Wash Cold, Tumble Dry Low",Imported,"{'Great value and nice quality': '5 out of 5 stars', 'Très très grand': '3 out of 5 stars', 'Flexible': '5 out of 5 stars', 'Bra pris': '4 out of 5 stars', 'Buena opción': '5 out of 5 stars'}"
"UA Tech Play Up Women's 3"" Loose Fit Shorts","PKR 4,108.61 with 51 percent savings","PKR8,356.50",4.7 out of 5 stars,(813),"PKR 19,690.70 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Tolle Hose für den Sport im Sommer': '5 out of 5 stars', 'Größe L': '5 out of 5 stars', 'Mejorar la tela..parece imitación de esa marca': '1 out of 5 stars', 'Sbagliato il colore': '2 out of 5 stars', 'Sizing accurate': '5 out of 5 stars'}"
"Reebok Men's Short Sleeve Graphic Crewneck T-Shirt, Standard Fit, Lightweight Cotton-Poly Fabric","PKR 4,718.64 with 32 percent savings","PKR6,963.75",4.5 out of 5 stars,(377),"PKR 20,465.07 Shipping & Import Charges to Pakistan","60% Cotton, 40% Polyester",Machine Wash,Imported,"{'Great quality': '5 out of 5 stars', 'Great product  !!': '5 out of 5 stars', 'Good quality': '5 out of 5 stars', 'Fit well': '5 out of 5 stars', ""Reebok's King !"": '5 out of 5 stars', 'Size perfecto': '4 out of 5 stars', 'Nice shirt': '5 out of 5 stars', 'Comoda': '5 out of 5 stars'}"
"adidas Men's Regular Fit Lightweight Active Tee - Moisture Wicking (Black, Medium)",,,4.6 out of 5 stars,(3),3 global ratings,"88% Recycled Polyester, 12% Elastane",Machine Wash,Imported,{'Buena camiseta de Adidas': '5 out of 5 stars'}
"Reebok Men's Force Short Sleeve Crewneck T-Shirt, Standard Fit, Lightweight Super Stretch Poly Square Hole Mesh Fabric","PKR 4,284.10",,4.6 out of 5 stars,(37),"PKR 20,526.35 Shipping & Import Charges to Pakistan","86% Polyester, 14% Spandex",Machine Wash,Imported,"{'Excelente': '5 out of 5 stars', 'Comfy and lightweight tee.': '4 out of 5 stars', 'Excelente calidad': '5 out of 5 stars', ""Reebok Men's Force Short Sleeve Crewneck T-Shirt, Standard Fit, Black, Small"": '5 out of 5 stars', 'Good t-shirt with great airflow. Perfect for exercising': '5 out of 5 stars', 'A Lightweight Athletic Tee That Breathes Well and Fits Right': '4 out of 5 stars', ""It's a great shirt, even if just used for physical activity."": '5 out of 5 stars'}"
Nike Mens Training T-Shirt,"PKR 7,977.67",,4.4 out of 5 stars,(455),"PKR 21,267.29 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,{'Playera nike': '5 out of 5 stars'}
Pudolla Men's Cotton Yoga Sweatpants Athletic Lounge Pants Open Bottom Casual Jersey Pants for Men with Pockets,"PKR 10,025.01",,4.4 out of 5 stars,"(8,823)","PKR 22,050.02 Shipping & Import Charges to Pakistan","92% Cotton, 8% Spandex",Machine Wash,Imported,"{'Best': '5 out of 5 stars', 'Super comfortable pants': '5 out of 5 stars', 'Love them!!': '5 out of 5 stars', 'Buena relación costo/beneficio': '4 out of 5 stars', 'Bloody great': '5 out of 5 stars'}"
Real Essentials 5 Pack: Women's Racerback Tank Top Dry-Fit Athletic Performance Yoga Activewear (Available in Plus Size),"PKR 9,746.46",,4.4 out of 5 stars,"(7,824)","PKR 24,292.35 Shipping & Import Charges to Pakistan","90% Polyester, 10% Spandex",Hand Wash Only,"Designed in USA, Imported","{'Perfect fit': '5 out of 5 stars', 'Preciosas': '5 out of 5 stars', 'Great item': '5 out of 5 stars', 'Quick dry': '5 out of 5 stars', 'Muy practicas': '5 out of 5 stars'}"
Nike Mens Classic,$12.50 with 50 percent savings,$25.00,4.5 out of 5 stars,"(2,602)",$69.92 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,"{'Amazing! Beautiful and high quality!': '5 out of 5 stars', 'Pésimo material': '1 out of 5 stars', 'Nike Mens Regular très bien pour moi.': '5 out of 5 stars', 'good quality': '5 out of 5 stars', 'Size and quality': '1 out of 5 stars'}"
TACVASEN Men's Tank Tops Quick Dry Sleeveless Workout Muscle Shirt Athletic Bodybuilding Gym Performance Tee Shirts,"PKR 2,782.71 with 47 percent savings","PKR5,286.88",4.4 out of 5 stars,(499),"PKR 17,576.50 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Pull On,"{'Comfortable and Not a Sweaty Mess': '5 out of 5 stars', 'Great fit and comfortable.': '5 out of 5 stars', 'Comfortable': '4 out of 5 stars', 'Color fast - nice washable -': '5 out of 5 stars', 'May cause heat rash': '2 out of 5 stars'}"
MAGCOMSEN Men's Short Sleeve Moisture Wicking Shirts Athletic Running Workout T-Shirts Performance Breathable Tshirt,"PKR 2,782.71 with 60 percent savings","PKR6,958.18",4.1 out of 5 stars,(49),"PKR 17,796.56 Shipping & Import Charges to Pakistan",100% Polyester,Imported,Pull On,"{'Hubby loves them!': '5 out of 5 stars', 'Perfect combination of fit, comfort and breathability': '5 out of 5 stars', 'Great lightweight workout shirt - picking up more!': '5 out of 5 stars', 'to thin': '1 out of 5 stars', 'Nice tee shirt': '4 out of 5 stars', ""Men's Moisture Wicking Shirt"": '5 out of 5 stars', 'Size is way off': '3 out of 5 stars', 'Comfortable, Durable, and Well-Fitting': '5 out of 5 stars'}"
Reebok Men's Muscle Performance Crewneck Tank Top,"PKR 4,768.78",,4.5 out of 5 stars,(87),"PKR 18,913.54 Shipping & Import Charges to Pakistan","90% Polyester, 10% Spandex",Machine Wash,Imported,{'Excelente': '5 out of 5 stars'}
Nike Soccer Park III Shorts,"PKR 5,520.86 with 13 percent savings","PKR6,342.58",4.2 out of 5 stars,"(9,174)","PKR 21,774.25 Shipping & Import Charges to Pakistan",100 % Polyester,Hand Wash Only,Imported,"{'لايوجد جيب': '3 out of 5 stars', 'Super': '5 out of 5 stars', 'THESE ARE KIDS SHORTS': '1 out of 5 stars', 'A bit thin but overall good.': '5 out of 5 stars', 'Nice quality shorts at a perfect price': '5 out of 5 stars'}"
"Under Armour Men's Tech Graphic 10"" Shorts","PKR 6,960.96 with 17 percent savings","PKR8,356.50",4.7 out of 5 stars,"(72,424)","PKR 21,217.15 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'La tela es muy fresca y de secado rápido': '5 out of 5 stars', 'Top of the range quality, superb price , great fit !!': '5 out of 5 stars', 'Ua kalitesi': '5 out of 5 stars', 'Short': '5 out of 5 stars', 'Really nice colour, usual high quality from underarmour': '5 out of 5 stars'}"
THE GYM PEOPLE Womens' Sports Bra Longline Wirefree Padded with Medium Support,"PKR 6,403.86",,4.4 out of 5 stars,"(49,559)","PKR 20,050.03 Shipping & Import Charges to Pakistan","80% Polyamide, 20% Spandex",Hand Wash Only,Imported,"{'Superbe brassière 😍': '5 out of 5 stars', 'Inaccurate product description/depiction.': '1 out of 5 stars', 'Love the colour, love the fit': '5 out of 5 stars', 'Lovely quality and great shape': '5 out of 5 stars', 'Me encantaron': '5 out of 5 stars'}"
lomsoe 3 Pack Sweatpants for Men Tapered Mens Joggers Pants with Zip Pockets Slim Fit Running Gym Sweat Pants Gifts for Men,"PKR 11,139.21 with 33 percent savings","PKR16,710.21",4.4 out of 5 stars,"(1,280)","No Import Charges & PKR 17,637.79 Shipping to Pakistan",100% Polyester,Machine Wash,Imported,"{'Well made .': '5 out of 5 stars', 'Schlecht verarbeitet + anders als auf Bildern': '1 out of 5 stars', 'Sweat pants.': '5 out of 5 stars', 'Poor quality': '1 out of 5 stars', 'Bad finishing': '1 out of 5 stars'}"
MAGCOMSEN Men's Short Sleeve Moisture Wicking Shirts Athletic Running Workout T-Shirts Performance Breathable Tshirt,"PKR 2,782.71 with 60 percent savings","PKR6,958.18",4.1 out of 5 stars,(49),"PKR 18,069.54 Shipping & Import Charges to Pakistan",100% Polyester,Imported,Pull On,"{'Hubby loves them!': '5 out of 5 stars', 'Perfect combination of fit, comfort and breathability': '5 out of 5 stars', 'Great lightweight workout shirt - picking up more!': '5 out of 5 stars', 'to thin': '1 out of 5 stars', 'Nice tee shirt': '4 out of 5 stars', ""Men's Moisture Wicking Shirt"": '5 out of 5 stars', 'Comfortable, Durable, and Well-Fitting': '5 out of 5 stars', 'very light and comfortable': '5 out of 5 stars'}"
